id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
474,9,9,41/2024/QH15;58/2014/QH13;71/2006/QH11;68/2007/NĐ-CP;12/2025/TT-BNV;03/2007/TT-BLĐTBXH;50/VBHN-VPQH;59/2015/TT-BLĐTBXH;06/TT-LĐTBXH,41/2024/QH15;58/2014/QH13;71/2006/QH11;12/2025/TT-BNV;03/2007/TT-BLĐTBXH;50/VBHN-VPQH,68/2007/NĐ-CP;59/2015/TT-BLĐTBXH;06/TT-LĐTBXH,41/2024/QH15|Điều 46;58/2014/QH13|Điều 29;71/2006/QH11|Điều 26;58/2014/QH13|Điều 26;68/2007/NĐ-CP|Điều 11;12/2025/TT-BNV|Điều 7;50/VBHN-VPQH|Điều 26;59/2015/TT-BLĐTBXH|Điều 4;06/TT-LĐTBXH|Điều 7,,
475,1,1,,,,,,
476,2,2,41/2024/QH15,,41/2024/QH15,41/2024/QH15|Điều 35,,
477,5,7,41/2024/QH15;58/2014/QH13;71/2006/QH11;12/2025/TT-BNV;50/VBHN-VPQH,41/2024/QH15;58/2014/QH13;71/2006/QH11;12/2025/TT-BNV;50/VBHN-VPQH,,41/2024/QH15|Điều 45;58/2014/QH13|Điều 28;71/2006/QH11|Điều 26;12/2025/TT-BNV|Điều 6;58/2014/QH13|Điều 29;71/2006/QH11|Điều 25;50/VBHN-VPQH|Điều 28,,
478,7,8,41/2024/QH15;71/2006/QH11;157/2025/NĐ-CP;88/2025/TT-BCA;59/2015/TT-BLĐTBXH;50/VBHN-VPQH,41/2024/QH15;71/2006/QH11;157/2025/NĐ-CP;50/VBHN-VPQH,88/2025/TT-BCA;59/2015/TT-BLĐTBXH,41/2024/QH15|Điều 42;71/2006/QH11|Điều 22;157/2025/NĐ-CP|Điều 10;88/2025/TT-BCA|Điều 3;59/2015/TT-BLĐTBXH|Điều 4;59/2015/TT-BLĐTBXH|Điều 3;50/VBHN-VPQH|Điều 25,,
479,3,4,41/2024/QH15;58/VBHN-VPQH,41/2024/QH15;58/VBHN-VPQH,,41/2024/QH15|Điều 39;274/2025/NĐ-CP|Điều 5;58/VBHN-VPQH|Điều 39,,
480,6,7,58/2014/QH13;71/2006/QH11;41/2024/QH15;45/2019/QH14;68/2007/NĐ-CP;59/2015/TT-BLĐTBXH,58/2014/QH13;71/2006/QH11;41/2024/QH15,45/2019/QH14;68/2007/NĐ-CP;59/2015/TT-BLĐTBXH,58/2014/QH13|Điều 31;71/2006/QH11|Điều 28;41/2024/QH15|Điều 50;45/2019/QH14|Điều 139;68/2007/NĐ-CP|Điều 12;45/2019/QH14|Điều 137;59/2015/TT-BLĐTBXH|Điều 12,,
481,5,5,45-CP;01-TT/LB,,45-CP;01-TT/LB,45-CP|Điều 9;01-TT/LB|Điều 13,,
482,6,7,41/2024/QH15;58/2014/QH13;71/2006/QH11;88/2025/TT-BCA;12/2025/TT-BNV;105/2016/TTLT-BQP-BCA-BLĐTBXH,41/2024/QH15;58/2014/QH13;71/2006/QH11;12/2025/TT-BNV;105/2016/TTLT-BQP-BCA-BLĐTBXH,88/2025/TT-BCA,41/2024/QH15|Điều 56;58/2014/QH13|Điều 36;71/2006/QH11|Điều 32;41/2024/QH15|Điều 61;88/2025/TT-BCA|Điều 8;12/2025/TT-BNV|Điều 9;105/2016/TTLT-BQP-BCA-BLĐTBXH|Điều 9,,
483,3,3,,,,,,
484,7,10,41/2024/QH15;58/2014/QH13;52/2014/QH13;33/2016/NĐ-CP;115/2015/NĐ-CP;19/VBHN-VPQH;58/VBHN-VPQH,41/2024/QH15;58/2014/QH13;33/2016/NĐ-CP;19/VBHN-VPQH;58/VBHN-VPQH,52/2014/QH13;115/2015/NĐ-CP,41/2024/QH15|Điều 55;41/2024/QH15|Điều 54;58/2014/QH13|Điều 35;52/2014/QH13|Điều 97;33/2016/NĐ-CP|Điều 5;115/2015/NĐ-CP|Điều 3;33/2016/NĐ-CP|Điều 6;115/2015/NĐ-CP|Điều 4;19/VBHN-VPQH|Điều 54;58/VBHN-VPQH|Điều 54,,
485,1,1,,,,,,
486,4,3,41/2024/QH15;58/2014/QH13;71/2006/QH11;03/2007/TT-BLĐTBXH,41/2024/QH15;58/2014/QH13;71/2006/QH11;03/2007/TT-BLĐTBXH,,41/2024/QH15|Điều 59;58/2014/QH13|Điều 39;71/2006/QH11|Điều 35,,
487,2,2,58/VBHN-VPQH,58/VBHN-VPQH,,58/VBHN-VPQH|Điều 61,,
488,2,2,50/VBHN-VPQH,50/VBHN-VPQH,,50/VBHN-VPQH|Điều 102,,
489,7,7,45/2019/QH14;158/2025/NĐ-CP;5237/VBHN-BLĐTBXH;02/1999/TT-BLĐTBXH,,45/2019/QH14;158/2025/NĐ-CP;5237/VBHN-BLĐTBXH;02/1999/TT-BLĐTBXH,45/2019/QH14|Điều 219;158/2025/NĐ-CP|Điều 13;5237/VBHN-BLĐTBXH|Điều 5;02/1999/TT-BLĐTBXH|Điều 27,,
490,7,7,41/2024/QH15;71/2006/QH11;35-L/CTN;45/2019/QH14;19/VBHN-VPQH;18/VBHN-VPQH,41/2024/QH15;71/2006/QH11;19/VBHN-VPQH,35-L/CTN;45/2019/QH14;18/VBHN-VPQH,41/2024/QH15|Điều 53;71/2006/QH11|Điều 31;35-L/CTN|Điều 114;45/2019/QH14|Điều 139;19/VBHN-VPQH|Điều 34;18/VBHN-VPQH|Điều 139,,
491,7,9,58/2014/QH13;41/2024/QH15;71/2006/QH11;152/2006/NĐ-CP;68/2007/NĐ-CP;08/2003/TT-BLĐTBXH;59/2015/TT-BLĐTBXH,58/2014/QH13;41/2024/QH15;71/2006/QH11;152/2006/NĐ-CP,68/2007/NĐ-CP;08/2003/TT-BLĐTBXH;59/2015/TT-BLĐTBXH,58/2014/QH13|Điều 41;41/2024/QH15|Điều 60;71/2006/QH11|Điều 37;71/2006/QH11|Điều 26;41/2024/QH15|Điều 63;152/2006/NĐ-CP|Điều 17;152/2006/NĐ-CP|Điều 12;68/2007/NĐ-CP|Điều 16;59/2015/TT-BLĐTBXH|Điều 13,,
492,1,1,41/2024/QH15,41/2024/QH15,,41/2024/QH15|Điều 63,,
493,5,9,71/2006/QH11;41/2024/QH15;58/2014/QH13;68/2007/NĐ-CP;19/VBHN-VPQH,71/2006/QH11;41/2024/QH15;58/2014/QH13;19/VBHN-VPQH,68/2007/NĐ-CP,71/2006/QH11|Điều 73;41/2024/QH15|Điều 70;71/2006/QH11|Điều 55;41/2024/QH15|Điều 102;58/2014/QH13|Điều 46;68/2007/NĐ-CP|Điều 32;68/2007/NĐ-CP|Điều 39;19/VBHN-VPQH|Điều 77;19/VBHN-VPQH|Điều 60,,
494,9,9,58/2014/QH13;152/2006/NĐ-CP;157/2025/NĐ-CP;158/2025/NĐ-CP;115/2015/NĐ-CP;12/2025/TT-BNV;21-LB/TT;03/2007/TT-BLĐTBXH;68/2007/NĐ-CP,58/2014/QH13;152/2006/NĐ-CP;157/2025/NĐ-CP;158/2025/NĐ-CP;12/2025/TT-BNV;03/2007/TT-BLĐTBXH,115/2015/NĐ-CP;21-LB/TT;68/2007/NĐ-CP,58/2014/QH13|Điều 73;152/2006/NĐ-CP|Điều 59;157/2025/NĐ-CP|Điều 12;158/2025/NĐ-CP|Điều 15;152/2006/NĐ-CP|Điều 58;115/2015/NĐ-CP|Điều 9;12/2025/TT-BNV|Điều 12;03/2007/TT-BLĐTBXH|Điều 58;68/2007/NĐ-CP|Điều 50,,
495,5,6,158/2025/NĐ-CP;157/2025/NĐ-CP;88/2025/TT-BCA;90/2025/TT-BQP,158/2025/NĐ-CP;157/2025/NĐ-CP,88/2025/TT-BCA;90/2025/TT-BQP,158/2025/NĐ-CP|Điều 15;157/2025/NĐ-CP|Điều 19;157/2025/NĐ-CP|Điều 16;88/2025/TT-BCA|Điều 17;90/2025/TT-BQP|Điều 19,,
496,8,10,58/2014/QH13;71/2006/QH11;41/2024/QH15;68/2007/NĐ-CP;115/2015/NĐ-CP;152/2006/NĐ-CP;59/2015/TT-BLĐTBXH;81/2000/NĐ-CP,58/2014/QH13;71/2006/QH11;41/2024/QH15;152/2006/NĐ-CP,68/2007/NĐ-CP;115/2015/NĐ-CP;59/2015/TT-BLĐTBXH;81/2000/NĐ-CP,58/2014/QH13|Điều 80;58/2014/QH13|Điều 66;71/2006/QH11|Điều 63;41/2024/QH15|Điều 85;71/2006/QH11|Điều 77;68/2007/NĐ-CP|Điều 36;115/2015/NĐ-CP|Điều 13;152/2006/NĐ-CP|Điều 35;59/2015/TT-BLĐTBXH|Điều 38;81/2000/NĐ-CP|Điều 12,,
497,5,6,58/2014/QH13;71/2006/QH11;41/2024/QH15;115/2015/NĐ-CP;68/2007/NĐ-CP,58/2014/QH13;71/2006/QH11;41/2024/QH15,115/2015/NĐ-CP;68/2007/NĐ-CP,58/2014/QH13|Điều 38;71/2006/QH11|Điều 34;41/2024/QH15|Điều 58;41/2024/QH15|Điều 95;115/2015/NĐ-CP|Điều 3;68/2007/NĐ-CP|Điều 14,,
498,1,2,41/2024/QH15,41/2024/QH15,,41/2024/QH15|Điều 24;41/2024/QH15|Điều 28,,
499,3,4,41/2024/QH15;12/2025/TT-BNV,41/2024/QH15;12/2025/TT-BNV,,41/2024/QH15|Điều 73;41/2024/QH15|Điều 31;12/2025/TT-BNV|Điều 16,,
500,4,4,71/2006/QH11;58/2014/QH13;41/2024/QH15,71/2006/QH11;58/2014/QH13;41/2024/QH15,,71/2006/QH11|Điều 138;58/2014/QH13|Điều 122;41/2024/QH15|Điều 40,,
501,3,5,41/2024/QH15;58/2014/QH13;71/2006/QH11,41/2024/QH15;58/2014/QH13;71/2006/QH11,,41/2024/QH15|Điều 77;58/2014/QH13|Điều 108;71/2006/QH11|Điều 119;71/2006/QH11|Điều 123;41/2024/QH15|Điều 105,,
502,5,5,19/VBHN-VPQH;158/2025/NĐ-CP;33/2016/NĐ-CP,19/VBHN-VPQH;158/2025/NĐ-CP;33/2016/NĐ-CP,,19/VBHN-VPQH|Điều 84;158/2025/NĐ-CP|Điều 33;33/2016/NĐ-CP|Điều 13,,
503,1,1,41/2024/QH15,41/2024/QH15,,41/2024/QH15|Điều 95,,
504,7,7,41/2024/QH15;58/2014/QH13;181/2016/TT-BQP;58/VBHN-VPQH;12/2025/TT-BNV;96/2014/TT-BQP;90/2025/TT-BQP,41/2024/QH15;58/2014/QH13;58/VBHN-VPQH;12/2025/TT-BNV,181/2016/TT-BQP;96/2014/TT-BQP;90/2025/TT-BQP,41/2024/QH15|Điều 94;58/2014/QH13|Điều 34;181/2016/TT-BQP|Điều 11;58/VBHN-VPQH|Điều 94;12/2025/TT-BNV|Điều 9;96/2014/TT-BQP|Điều 9;90/2025/TT-BQP|Điều 10,,
505,1,1,41/2024/QH15,41/2024/QH15,,41/2024/QH15|Điều 91,,
506,7,8,34/2018/NĐ-CP;06/2011/TT-BKHCN;42/2002/TT-BTC;147/2014/TT-BTC;12/2009/TT-NHNN;13/2019/NĐ-CP,12/2009/TT-NHNN,34/2018/NĐ-CP;06/2011/TT-BKHCN;42/2002/TT-BTC;147/2014/TT-BTC;13/2019/NĐ-CP,34/2018/NĐ-CP|Điều 59;34/2018/NĐ-CP|Điều 34;45/2018/TT-NHNN|Điều 1;06/2011/TT-BKHCN|Điều 11;147/2014/TT-BTC|Điều 4;12/2009/TT-NHNN|Điều 2;13/2019/NĐ-CP|Điều 14,,
507,3,3,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 77;52/VBHN-VPQH|Điều 113,,
508,3,3,35-L/CTN,35-L/CTN,,,,
509,3,3,158/2025/NĐ-CP,158/2025/NĐ-CP,,158/2025/NĐ-CP|Điều 37,,
510,4,5,35-L/CTN;10/2012/QH13,,35-L/CTN;10/2012/QH13,35-L/CTN|Điều 71;10/2012/QH13|Điều 108;35-L/CTN|Điều 70,,
511,5,5,35-L/CTN;41/2024/QH15;71/2006/QH11;45/2019/QH14,41/2024/QH15;71/2006/QH11,35-L/CTN;45/2019/QH14,35-L/CTN|Điều 114;41/2024/QH15|Điều 61;71/2006/QH11|Điều 31;45/2019/QH14|Điều 139,,
512,3,4,41/2024/QH15;19/VBHN-VPQH;152/2006/NĐ-CP,,41/2024/QH15;19/VBHN-VPQH;152/2006/NĐ-CP,41/2024/QH15|Điều 96;41/2024/QH15|Điều 61;19/VBHN-VPQH|Điều 61;152/2006/NĐ-CP|Điều 53,,
513,1,1,,,,,,
514,2,1,45/2019/QH14,45/2019/QH14,,45/2019/QH14|Điều 11,,
515,1,1,,,,,,
516,1,1,,,,,,
517,4,4,45/2019/QH14;35-L/CTN;7-LĐTBXH/TT;54/2015/TT-BLĐTBXH,45/2019/QH14;35-L/CTN,7-LĐTBXH/TT;54/2015/TT-BLĐTBXH,45/2019/QH14|Điều 114;35-L/CTN|Điều 75;54/2015/TT-BLĐTBXH|Điều 10,,
518,3,3,11/2008/NĐ-CP;128-TT/LB,,11/2008/NĐ-CP;128-TT/LB,11/2008/NĐ-CP|Điều 10;128-TT/LB|Điều 9,,
519,3,4,10/2012/QH13;06-LĐ/TT,,10/2012/QH13;06-LĐ/TT,45/2019/QH14|Điều 108;10/2012/QH13|Điều 106;10/2012/QH13|Điều 107,,
520,2,3,27/2010/TT-BLĐTBXH,,27/2010/TT-BLĐTBXH,27/2010/TT-BLĐTBXH|Điều 9,,
521,6,5,35-L/CTN;13-CP;10/2012/QH13;12-LĐ/TL;05-LĐ/TT,,35-L/CTN;13-CP;10/2012/QH13;12-LĐ/TL;05-LĐ/TT,10/2012/QH13|Điều 115;12-LĐ/TL|Điều 2,,
522,9,5,45/2019/QH14;35-L/CTN;895-LĐ-BH;05-LĐ/TT;14-LĐ/TT;10/2012/QH13;7-LĐTBXH/TT;54/2015/TT-BLĐTBXH;33/2011/TT-BLĐTBXH,45/2019/QH14;35-L/CTN,895-LĐ-BH;05-LĐ/TT;14-LĐ/TT;10/2012/QH13;7-LĐTBXH/TT;54/2015/TT-BLĐTBXH;33/2011/TT-BLĐTBXH,45/2019/QH14|Điều 113;35-L/CTN|Điều 74;10/2012/QH13|Điều 111;54/2015/TT-BLĐTBXH|Điều 10;33/2011/TT-BLĐTBXH|Điều 2,,
523,3,3,45/2019/QH14;12/VBHN-VPQH;18/VBHN-VPQH,45/2019/QH14;18/VBHN-VPQH,12/VBHN-VPQH,45/2019/QH14|Điều 122;12/VBHN-VPQH|Điều 126;18/VBHN-VPQH|Điều 125,,
524,6,5,45/2019/QH14;35-L/CTN;41-CP;19/2003/TT-BLĐTBXH;52/VBHN-VPQH,,45/2019/QH14;35-L/CTN;41-CP;19/2003/TT-BLĐTBXH;52/VBHN-VPQH,45/2019/QH14|Điều 119;35-L/CTN|Điều 82;41-CP|Điều 5;52/VBHN-VPQH|Điều 120,,
525,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 182,,
526,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 82,,
527,1,1,,,,,,
528,1,1,,,,,,
529,1,1,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 130,,
530,2,2,45/2019/QH14;35-L/CTN,45/2019/QH14;35-L/CTN,,45/2019/QH14|Điều 128;35-L/CTN|Điều 92,,
531,1,1,10/2012/QH13,10/2012/QH13,,10/2012/QH13|Điều 128,,
532,6,10,45/2019/QH14;35-L/CTN;195-CP;338/2025/NĐ-CP;145/2020/NĐ-CP;45/2013/NĐ-CP,45/2019/QH14;35-L/CTN;145/2020/NĐ-CP,195-CP;338/2025/NĐ-CP;45/2013/NĐ-CP,45/2019/QH14|Điều 105;35-L/CTN|Điều 68;35-L/CTN|Điều 122;45/2019/QH14|Điều 107;195-CP|Điều 3;338/2025/NĐ-CP|Điều 23;145/2020/NĐ-CP|Điều 60;45/2013/NĐ-CP|Điều 4;195-CP|Điều 5;145/2020/NĐ-CP|Điều 61,,
533,3,3,35-L/CTN;10/2012/QH13,35-L/CTN,10/2012/QH13,35-L/CTN|Điều 89;10/2012/QH13|Điều 130,,
534,1,1,35-L/CTN,,35-L/CTN,35-L/CTN|Điều 93,,
535,2,1,,,,,,
536,1,1,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 405,,
537,1,2,,,,07/2020/TT-BKHCN|Điều 8,,
538,2,2,06/2022/TT-BKHĐT;20/VBHN-VPQH,06/2022/TT-BKHĐT;20/VBHN-VPQH,,06/2022/TT-BKHĐT|Điều 16;20/VBHN-VPQH|Điều 19,,80/2021/NĐ-CP
539,2,2,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 160,,
540,2,2,sửa đổi,,sửa đổi,,,
541,2,2,,,,,,
542,4,5,50/2005/QH11;07/2022/QH15;42/2019/QH14;17/2023/NĐ-CP,50/2005/QH11;07/2022/QH15;42/2019/QH14;17/2023/NĐ-CP,,50/2005/QH11|Điều 219;07/2022/QH15|Điều 2;42/2019/QH14|Điều 2;17/2023/NĐ-CP|Điều 88;17/2023/NĐ-CP|Điều 89,,
543,1,1,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 181,,
544,1,1,,,,66/2003/NĐ-CP|Điều 1,,
545,1,1,,,,,,
546,2,1,,,,,,
547,8,8,36/2005/QH11;107/2016/QH13;16/1999/NĐ-CP;87/2010/NĐ-CP;194/2010/TT-BTC;128/2013/TT-BTC;113/2005/TT-BTC;98TC/TCT,36/2005/QH11,107/2016/QH13;16/1999/NĐ-CP;87/2010/NĐ-CP;194/2010/TT-BTC;128/2013/TT-BTC;113/2005/TT-BTC;98TC/TCT,36/2005/QH11|Điều 122;36/2005/QH11|Điều 134;107/2016/QH13|Điều 16;16/1999/NĐ-CP|Điều 13;87/2010/NĐ-CP|Điều 12;16/1999/NĐ-CP|Điều 12;194/2010/TT-BTC|Điều 101;128/2013/TT-BTC|Điều 53,,
548,4,5,14/2008/QH12;28/2011/TT-BTC;09/VBHN-BTC,,14/2008/QH12;28/2011/TT-BTC;09/VBHN-BTC,14/2008/QH12|Điều 12;80/2021/TT-BTC|Điều 13;28/2011/TT-BTC|Điều 11;09/VBHN-BTC|Điều 12,,
549,2,2,,,,,,
550,2,2,07/VBHN-BTC,07/VBHN-BTC,,200/2014/TT-BTC|Điều 79;07/VBHN-BTC|Điều 8,,
551,3,5,04/2017/QH14;210/2025/NĐ-CP,210/2025/NĐ-CP,04/2017/QH14,04/2017/QH14|Điều 18;38/2018/NĐ-CP|Điều 12;210/2025/NĐ-CP|Điều 3;210/2025/NĐ-CP|Điều 1,,
552,5,5,45/2019/QH14;198-CP;44/2003/NĐ-CP;10/2012/QH13,45/2019/QH14;198-CP;44/2003/NĐ-CP,10/2012/QH13,45/2019/QH14|Điều 31;44/2003/NĐ-CP|Điều 10;10/2012/QH13|Điều 33,,
553,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 260,,
554,2,1,20/VBHN-VPQH,,20/VBHN-VPQH,20/VBHN-VPQH|Điều 414,,
555,1,2,,,,,,
556,2,2,,,,150/2003/NĐ-CP|Điều 14,,
557,2,2,573/VBHN-BTP,573/VBHN-BTP,,573/VBHN-BTP|Điều 9,,
558,3,4,573/VBHN-BTP,573/VBHN-BTP,,573/VBHN-BTP|Điều 3,,
559,3,5,12/2009/TT-NHNN,,12/2009/TT-NHNN,12/2009/TT-NHNN|Điều 3;57/2019/TT-BTC|Điều 12,,
560,5,6,68/2014/QH13;59/2020/QH14;60/2005/QH11;07/VBHN-VPQH;168/2025/NĐ-CP,68/2014/QH13;59/2020/QH14,60/2005/QH11;07/VBHN-VPQH;168/2025/NĐ-CP,68/2014/QH13|Điều 24;59/2020/QH14|Điều 22;60/2005/QH11|Điều 21;68/2014/QH13|Điều 23;07/VBHN-VPQH|Điều 23;168/2025/NĐ-CP|Điều 43,,
561,1,1,68/2014/QH13,68/2014/QH13,,68/2014/QH13|Điều 36,,
562,7,10,59/2020/QH14;68/2014/QH13;60/2005/QH11;01/2021/NĐ-CP;78/2015/NĐ-CP;43/2010/NĐ-CP;168/2025/NĐ-CP,59/2020/QH14;01/2021/NĐ-CP;78/2015/NĐ-CP;43/2010/NĐ-CP;168/2025/NĐ-CP,68/2014/QH13;60/2005/QH11,59/2020/QH14|Điều 21;68/2014/QH13|Điều 22;60/2005/QH11|Điều 18;60/2005/QH11|Điều 21;01/2021/NĐ-CP|Điều 24;78/2015/NĐ-CP|Điều 23;43/2010/NĐ-CP|Điều 21;43/2010/NĐ-CP|Điều 20;168/2025/NĐ-CP|Điều 24;78/2015/NĐ-CP|Điều 43,,
563,1,1,14/2003/QH11,14/2003/QH11,,14/2003/QH11|Điều 24,,
564,5,6,59/2020/QH14;68/2014/QH13;07/VBHN-BTC;06/VBHN-VPQH,59/2020/QH14,68/2014/QH13;07/VBHN-BTC;06/VBHN-VPQH,59/2020/QH14|Điều 12;68/2014/QH13|Điều 57;68/2014/QH13|Điều 98;07/VBHN-BTC|Điều 3;06/VBHN-VPQH|Điều 67,,
565,4,6,14/2020/TT-BKHĐT;69/2002/NĐ-CP;134/2016/TT-BTC,,14/2020/TT-BKHĐT;69/2002/NĐ-CP;134/2016/TT-BTC,14/2020/TT-BKHĐT|Điều 12;69/2002/NĐ-CP|Điều 12;134/2016/TT-BTC|Điều 15;14/2020/TT-BKHĐT|Điều 13,,
566,6,7,59/2020/QH14;68/2014/QH13;60/2005/QH11;14/2003/QH11;69/2014/NĐ-CP;13/1999/QH10,59/2020/QH14,68/2014/QH13;60/2005/QH11;14/2003/QH11;69/2014/NĐ-CP;13/1999/QH10,59/2020/QH14|Điều 187;68/2014/QH13|Điều 97;59/2020/QH14|Điều 181;60/2005/QH11|Điều 134;14/2003/QH11|Điều 71;69/2014/NĐ-CP|Điều 30;13/1999/QH10|Điều 96,,
567,4,7,06/2019/TT-BKHĐT;39/2018/NĐ-CP;13/2023/TT-BKHĐT,06/2019/TT-BKHĐT;13/2023/TT-BKHĐT,39/2018/NĐ-CP,06/2019/TT-BKHĐT|Điều 7;39/2018/NĐ-CP|Điều 3;13/2023/TT-BKHĐT|Điều 10;39/2018/NĐ-CP|Điều 13;06/2022/TT-BKHĐT|Điều 8;06/2019/TT-BKHĐT|Điều 6,,
568,5,8,59/2020/QH14;68/2014/QH13;60/2005/QH11;102/2010/NĐ-CP;06/VBHN-VPQH,59/2020/QH14;68/2014/QH13,60/2005/QH11;102/2010/NĐ-CP;06/VBHN-VPQH,59/2020/QH14|Điều 12;68/2014/QH13|Điều 13;60/2005/QH11|Điều 46;102/2010/NĐ-CP|Điều 16;68/2014/QH13|Điều 136;59/2020/QH14|Điều 140;06/VBHN-VPQH|Điều 95;60/2005/QH11|Điều 111,,
569,1,1,,,,90/2025/QH15|Điều 2,,
570,1,1,,,,,,
571,2,2,113/2024/NĐ-CP,,113/2024/NĐ-CP,113/2024/NĐ-CP|Điều 13,,
572,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 155,,
573,3,4,50/2005/QH11;11/VBHN-VPQH;79/2023/NĐ-CP,50/2005/QH11;11/VBHN-VPQH;79/2023/NĐ-CP,,50/2005/QH11|Điều 119;50/2005/QH11|Điều 109;11/VBHN-VPQH|Điều 176;79/2023/NĐ-CP|Điều 6,,
574,4,4,67/2025/QH15;28/2011/TT-BTC;10/VBHN-BTC,67/2025/QH15;10/VBHN-BTC,28/2011/TT-BTC,67/2025/QH15|Điều 11;123/2012/TT-BTC|Điều 3;28/2011/TT-BTC|Điều 11;10/VBHN-BTC|Điều 11,,
575,3,2,,,,,,14/2008;2008/QH12;2025/QH15;26/2001/NĐ-CP;30/1998/NĐ-CP;67/2025
576,2,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 94,,63/CP
577,2,2,,,,81/2015/NĐ-CP|Điều 25,,
578,1,1,,,,,,
579,2,3,25/VBHN-BTC,,25/VBHN-BTC,70/2025/NĐ-CP|Điều 1;25/VBHN-BTC|Điều 15;25/VBHN-BTC|Điều 47,,
580,3,3,38/2013/QH13;74/2025/QH15,74/2025/QH15,38/2013/QH13,38/2013/QH13|Điều 58;74/2025/QH15|Điều 34,,
581,4,4,373/2025/NĐ-CP;32/2025/TT-BTC;78/2021/TT-BTC,373/2025/NĐ-CP;32/2025/TT-BTC;78/2021/TT-BTC,,373/2025/NĐ-CP|Điều 13;70/2025/NĐ-CP|Điều 1;32/2025/TT-BTC|Điều 12;78/2021/TT-BTC|Điều 12,,123/2020/NĐ-CP
582,5,6,65/2020/TT-BTC;20/VBHN-BTC;20/VBHN-BTC,65/2020/TT-BTC;20/VBHN-BTC;20/VBHN-BTC,,65/2020/TT-BTC|Điều 1;20/VBHN-BTC|Điều 3;20/VBHN-BTC|Điều 4;20/VBHN-BTC|Điều 3,,139/2016/NĐ-CP
583,4,5,127/2008/NĐ-CP,,127/2008/NĐ-CP,38/2013/QH13|Điều 44;127/2008/NĐ-CP|Điều 2,,
584,2,2,,,,,,
585,5,4,39/2018/NĐ-CP;80/2021/NĐ-CP;68-NQ/TW;06/2022/TT-BKHĐT,39/2018/NĐ-CP;80/2021/NĐ-CP;06/2022/TT-BKHĐT,68-NQ/TW,39/2018/NĐ-CP|Điều 20;80/2021/NĐ-CP|Điều 22;06/2022/TT-BKHĐT|Điều 16,,
586,6,4,13/2007/TT-BYT;02/2012/TT-BLĐTBXH;10/2012/QH13,,13/2007/TT-BYT;02/2012/TT-BLĐTBXH;10/2012/QH13,02/2012/TT-BLĐTBXH|Điều 30;10/2012/QH13|Điều 152,,
587,2,1,93/1999/TT-BTC,93/1999/TT-BTC,,,,27/6/1998;89/1998/TT-BTC
588,1,1,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 37,,
589,3,1,73A-TC/TCT;97-TC/TCT,,73A-TC/TCT;97-TC/TCT,,,01/MGTH
590,3,4,129/2004/NĐ-CP,,129/2004/NĐ-CP,129/2004/NĐ-CP|Điều 28,,
591,3,5,21/2021/NĐ-CP,,21/2021/NĐ-CP,99/2022/NĐ-CP|Điều 4;21/2021/NĐ-CP|Điều 23,,
592,6,4,84/2015/QH13;24-NĐ;02-LĐ/TT;12/2012/TTLT-BLĐTBXH-BYT;14/2005/TTLT-BLĐTBXH-BYT-TLĐLĐVN,84/2015/QH13;24-NĐ,02-LĐ/TT;12/2012/TTLT-BLĐTBXH-BYT;14/2005/TTLT-BLĐTBXH-BYT-TLĐLĐVN,84/2015/QH13|Điều 34;12/2012/TTLT-BLĐTBXH-BYT|Điều 5,,
593,2,2,91/2015/QH13;33/2005/QH11,,91/2015/QH13;33/2005/QH11,91/2015/QH13|Điều 448;33/2005/QH11|Điều 446,,
594,3,4,91/2015/QH13;33/2005/QH11,33/2005/QH11,91/2015/QH13,91/2015/QH13|Điều 319;33/2005/QH11|Điều 342;21/2021/NĐ-CP|Điều 23,,
595,2,3,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 65,,
596,3,3,33/2005/QH11;44-L/CTN;91/2015/QH13,33/2005/QH11;44-L/CTN,91/2015/QH13,33/2005/QH11|Điều 132;44-L/CTN|Điều 142;91/2015/QH13|Điều 129,,
597,4,4,91/2015/QH13;44-L/CTN;33/2005/QH11;113/2012/TT-BTC,44-L/CTN;33/2005/QH11,91/2015/QH13;113/2012/TT-BTC,91/2015/QH13|Điều 466;44-L/CTN|Điều 471;33/2005/QH11|Điều 474;113/2012/TT-BTC|Điều 5,,
598,2,2,48-LCT/HĐNN8,48-LCT/HĐNN8,,48-LCT/HĐNN8|Điều 14,,
599,1,1,33/2005/QH11,,33/2005/QH11,33/2005/QH11|Điều 312,,
